alarmclock	@'la:mklOk	
alarmist	@'la:m@st	
album	'Alb@m	
alcohol	'Alk@hOl	
alcoholic	Alk@'hOlIk	
ale	EIl	
alert	@'l@:t	
algebra	'AldZ@br@	
alias	'EIli:@s	
alibi	'Al@ba:I	
alien	'EIli:@n	
alienate	'EIli:@nEIt	
alight	@'la:It	
align	@'la:In	
alike	@'la:Ik	
alive	@'la:Iv	
alkali	'Alk@la:I	
all	o:l	
allright	o:l'ra:It	
allege	@'lEdZ	
allegiance	@'li:dZ@ns	
allegory	Al@ɡ@ri:	
allergy	'Al@dZi:	
alleviate	@'li:vi:EIt	
alley	Ali:	
alliance	@'la:I@ns	
allocate	'Al@kEIt	
allot	@'lOt	
allow	@'la:U	
allowance	@'la:U@ns	
allure	@'lu:@	
ally	'Ala:I	
almighty	o:l'ma:Iti:	
almost	'o:lm@Ust	
alone	@'l@Un	
along	@'lON	
aloud	@'la:Ud	
alp	EIEl'pi:	Alp
alphabet	'Alf@bEt	
alpine	'Alpa:In	
already	o:l'rEdi:	
alright	o:l'ra:It	
also	'o:ls@U	
altar	'Olt@	
alter	'Olt@	
altercation	Olt@'kEIS@n	
alternate	Ol't@:n@t	'Olt@nEIt
alternative	Ol't@:n@tIv	
although	o:l'D@U	
altitude	'Alt@tju:d	
altogether	o:lt@'ɡED@	
aluminium	Alj@'mInj@m	Alj@'mIni:@m
always	'o:lwEIz	
am	EI'Em	Am
ama	EIEm'EI	
amalgamate	@'mAlɡ@mEIt	
amass	@'mAs	
amateur	'Am@t@	
amaze	@'mEIz	
ambassador	Am'bAs@d@	
amber	'Amb@	
ambiguous	Am'bIɡju:@s	
ambition	Am'bIS@n	
amble	'Amb@l	
ambulance	'Ambj@l@ns	
ambush	'AmbUS	
amenable	@'mEn@b@l	
amend	@'mEnd	
amenity	@'mEn@ti:	
amiable	'EImi:@b@l	
amicable	'AmIk@b@l	
ammonia	@'m@Uni:@	
ammunition	Amj@'nIS@n	
amnesia	Am'ni:Z@	
among	@'maN	
amorous	'Am@r@s	
amount	@'ma:Unt	
ample	'Amp@l	
amplify	'Ampl@fa:I	
amputate	'Ampj@tEIt	
amputee	Ampj@'ti:	
amuse	@'mju:z	
amusement	@'mju:zm@nt	
an	An	
anaemia	@'ni:mi:@	
anaesthetic	An@s'TEtIk	
anal	'EIn@l	
analgesic	An@l'dZi:zIk	
analogy	@'nAl@dZi:	
analysis	@'nAl@s@s	
anarchy	'An@ki:	
anatomy	@'nAt@mi:	
ancestor	'AnsEst@	
anchor	'ANk@	
anchorage	'ANk@rIdZ	
ancient	'EInS@nt	
and	And	
anecdote	'An@kd@Ut	
angel	'EIndZ@l	
anger	ANɡ@	
angle	ANɡ@l	
angry	ANɡri:	
anguish	ANɡwIS	
animal	'An@m@l	
animated	'An@mEIt@d	
animosity	An@'mOs@ti:	
ankle	'ANk@l	
annex	'AnEks	
annexe	'AnEks	
annihilate	@'na:I@lEIt	
anniversary	An@'v@:s@ri:	
announce	@'na:Uns	
annoy	@'no:I	
annual	'Anju:@l	
anonymous	@'nOn@m@s	
another	@'naD@	
answer	'Ans@	
ant	Ant	
antagonise	An'tAɡ@na:Iz	
antagonistic	AntAɡ@'nIstIk	
antenna	An'tEn@	
anthem	'AnT@m	
anthropologist	AnTr@'pOl@dZ@st	
anti-	'Anti:	
antibiotic	Anti:ba:I'OtIk	
anticipate	An'tIs@pEIt	
anticlockwise	Anti:'klOkwa:Iz	
antics	'AntIks	
antidote	'Anti:d@Ut	
antihistamine	Anti:'hIst@mi:n	
antipathy	An'tIp@Ti:	
antipodes	An'tIp@di:z	
antiquated	'Ant@kwEIt@d	
antique	An'ti:k	
antiseptic	Ant@'sEptIk	
antithesis	An'tIT@s@s	
antler	'Antl@	
antonym	'Ant@nIm	
anus	'EIn@s	
anxious	'ANS@s	'ANkS@s
any	'Eni:	
anybody	'Eni:bOdi:	
anyhow	'Eni:ha:U	
anyone	'Eni:wan	
anything	'Eni:TIN	
anyway	'Eni:wEI	
anywhere	'Eni:wE@	
anzac	'AnzAk	
apart	@'pa:t	
apartheid	@'pa:tEIt	@'pa:ta:It
apartment	@pa:tm@nt	
apartments	@pa:tm@nts	
apathy	'Ap@Ti:	
ape	EIp	
apex	'EIpEks	
apocalypse	@'pOk@lIps	
apologise	@'pOl@dZa:Iz	
apology	@'pOl@dZi:	
apostle	@'pOs@l	
apostrophe	@'pOstr@fi:	
appal	@'po:l	
apparatus	Ap@'ra:t@s	
apparent	@'pAr@nt	
apparition	Ap@'rIS@n	
appeal	@'pi:l	
appear	@'pI@	
appearance	@'pI@r@ns	
appease	@'pi:z	
append	@'pEnd	
appendicitis	@pEnd@'sa:It@s	
appendix	@'pEndIks	
appetising	'Ap@ta:IzIN	
appetite	'Ap@ta:It	
applause	@'plo:z	
apple	Ap@l	
appliance	@'pla:I@ns	
applicable	@'plIk@b@l	
applicant	'Apl@k@nt	
apply	@'pla:I	
appoint	@'po:Int	
appointment	@'po:Intm@nt	
appreciate	@'pri:Si:EIt	
apprehend	Apr@'hEnd	
apprehension	Apr@'hEnS@n	
apprentice	@'prEnt@s	
approach	@'pr@UtS	
approachable	@'pr@UtS@b@l	
appropriate	@'pr@Upri:@t	
approval	@'pru:v@l	
approve	@'pru:v	
approximate	@'prOks@m@t	
april	'EIpr@l	
apron	'EIpr@n	
apt	Apt	
aptitude	'Apt@tSu:d	
aquarium	@'kwE@ri:@m	
arabic	'Ar@bIk	
arbitrary	'a:b@tr@ri:	
arbitration	a:b@'trEIS@n	
arc	a:k	
arcade	a:'kEId	
arch	a:tS	
archaeologist	a:ki:'Ol@dZ@st	
archaic	a:'kEIIk	
architect	'a:k@tEkt	
arcticcircle	a:ktIk's@:k@l	
arduous	'a:dZu:@s	
are	a:	
area	E@ri:@	
arena	@ri:n@	
arguable	a:ɡju:@b@l	
argue	a:ɡju:	
argument	a:ɡj@m@nt	
arise	@'ra:Iz	
aristocracy	Ar@'stOkr@si:	
arithmetic	@'rITm@tIk	
ark	a:k	
arm	a:m	
armchair	'a:mtSE@	
armed	a:md	
armful	'a:mfUl	
armhole	'a:mh@Ul	
armistice	'a:m@st@s	
armour	'a:m@	
armpit	'a:mpIt	
army	'a:mi:	
aroma	@'r@Um@	
around	@'ra:Und	
arousal	@'ra:Uz@l	
arouse	@'ra:Uz	
arrange	@'rEIndZ	
arrangement	@'rEIndZm@nt	
array	@'rEI	
arrest	@'rEst	
arrival	@'ra:Iv@l	
arrive	@'ra:Iv	
arrogant	Ar@ɡ@nt	
arrow	'Ar@U	
arse	a:s	
arsenal	'a:s@n@l	
arsenic	'a:s@nIk	
arson	'a:s@n	
art	a:t	
artunion	'a:tju:nj@n	
artery	'a:t@ri:	
arthritis	a:'Tra:It@s	
article	'a:tIk@l	
artificial	a:t@'fIS@l	
artist	'a:t@st	
arvo	'a:v@U	
as	Az	
asbestos	@s'bEst@s	
ascend	@'sEnd	
ascent	@'sEnt	
ascertain	As@'tEIn	
ash	AS	
ashamed	@'SEImd	
aside	@'sa:Id	
ask	a:sk	
asleep	@'sli:p	
asparagus	@'spAr@ɡ@s	
aspect	'AspEkt	
asphalt	'ASfElt	
aspire	@'spa:I@	
aspirin	'Aspr@n	
ass	As	
assassin	@'sAs@n	
assassinate	@'sAs@nEIt	
assault	@'sOlt	
assemble	@'sEmb@l	
assembly	@'sEmbli:	
assent	@'sEnt	
assert	@'s@:t	
assertive	@'s@:tIv	
assess	@'sEs	
asset	'AsEt	
assign	@'sa:In	
assignment	@'sa:Inm@nt	
assimilate	@'sIm@lEIt	
assist	@'sIst	
associate	@'s@USi:EIt	@'s@Usi:EIt
association	@s@Usi:'EIS@n	
assortment	@'so:tm@nt	
assume	@'sju:m	
assurance	@'So:r@ns	
assure	@'So:	
asterisk	'Ast@rIsk	
asthma	'Asm@	
astonish	@'stOnIS	
astound	@'sta:Und	
astray	@'strEI	
astrology	@s'trOl@dZi:	
astronaut	'Astr@no:t	
astronomy	@s'trOn@mi:	
astute	@s'tju:t	
asylum	@'sa:Il@m	
at	At	
ate	EIt	
atheist	'EITi:@st	
athlete	'ATli:t	
atlas	'Atl@s	
atm	EIti:'Em	
atmosphere	'Atm@sfI@	
atom	'At@m	
atomic	@'tOmIk	
atrocious	@'tr@US@s	
attach	@'tAtS	
attack	@'tAk	
attain	@'tEIn	
attempt	@'tEmpt	
attend	@'tEnd	
attention	@'tEnS@n	
attic	'AtIk	
attire	@'ta:I@	
attitude	'At@tju:d	
attract	@'trAkt	
attractive	@'trAktIv	
attribute	@'trIbju:t	'Atr@bju:t
atypical	EI'tIpIk@l	
aubergine	'@Ub@Zi:n	
auburn	'o:b@n	
auction	'OkS@n	
audacious	o:'dEIS@s	
audible	'o:d@b@l	
audience	'o:di:@ns	
audio	'o:di:@U	
audit	'o:d@t	
audition	o:'dIS@n	
aug	o:ɡ@st	
august	o:'ɡast	'o:ɡ@st
aunt	a:nt	
aura	'o:r@	
auspicious	o:'spIS@s	
austere	Os'tI@	
australia	@strEIli:@	
australian	@st'rEIlj@n	
australiandemocrats	@strEIlj@n'dEm@krAts	
australianlaborparty	@strEIlj@n'lEIb@pa:ti:	
authentic	o:'TEntIk	
author	'o:T@	
authorise	'o:T@ra:Iz	
authority	o:'TOr@ti:	
autobiography	o:t@Uba:I'Oɡr@fi:	
autograph	o:t@ɡrAf	
automatic	o:t@'mAtIk	
automobile	'o:t@m@bi:l	
autonomous	o:'tOn@m@s	
autopsy	'o:tOpsi:	
autumn	'o:t@m	
auxiliary	Oɡ'zIlj@ri:	
avail	@'vEIl	
available	@'vEIl@b@l	
avalanche	'Av@lAnS	'Av@lAntS
ave	'Av@nju:	
avenge	@'vEndZ	
avenue	Av@nju:	
average	'AvrIdZ	
averse	@'v@:s	
aversion	@'v@:Z@n	
avert	@'v@:t	
aviation	EIvi:'EIS@n	
avid	'Av@d	
avocado	Av@'ka:d@U	
avoid	@'vo:Id	
await	@'wEIt	
awake	@'wEIk	
awaken	@'wEIk@n	
award	@'wo:d	
aware	@'wE@	
away	@'wEI	
awe	o:	
awful	'o:f@l	
awhile	@'wa:Il	
awkward	'o:kw@d	
awning	'o:nIN	
axe	Aks	
axis	'Aks@s	
axle	'Aks@l	
B	bi:	
babble	'bAb@l	
baby	'bEIbi:	
babysit	'bEIbi:sIt	
bachelor	'bAtS@l@	
back	bAk	
backbone	'bAkb@Un	
backdate	'bAkdEIt	
backfire	'bAkfa:I@	
background	bAkɡra:Und	
backing	'bAkIN	
backlog	bAklOɡ	
backside	'bAksa:Id	
backstop	'bAkstOp	
backstroke	'bAkstr@Uk	
backup	'bAkap	
backward	'bAkw@d	
backwards	'bAkw@dz	
backyard	bAk'ja:d	
bacon	'bEIk@n	
bacteria	bAk'tI@ri:@	
bad	bAd	
bade	bAd	
badge	bAdZ	
badger	'bAdZ@	
baffle	'bAfl	
bag	bAɡ	
baggage	bAɡIdZ	
bahasaindonesia	b@ha:s@Ind@'ni:Z@	
bail	bEIl	
bait	bEIt	
bake	bEIk	
bakingpowder	'bEIkINpa:Ud@	
bakingsoda	'bEIkINs@Ud@	
balance	'bAl@ns	
balanced	'bAl@nst	
balcony	'bAlk@ni:	
bald	bo:ld	
bale	bEIl	
ballast	'bAl@st	
ballet	'bAlEI	
ballot	'bAl@t	
ballpointpen	bo:lpo:Int'pEn	
balmy	'ba:mi:	
bamboozle	bAm'bu:z@l	
ban	bAn	
band	bAnd	
bandaid	'bAndEId	
bandicoot	'bAndi:ku:t	
bandit	'bAnd@t	
bang	bAN	
banjo	'bAndZ@U	
bank	bANk	
bankrupt	'bANkrapt	
banksia	'bANksi:@	
banner	'bAn@	
banquet	'bANkw@t	
baptism	'bAptIz@m	
bar	ba:	
barcode	'ba:k@Ud	
barb	ba:b	
barbarian	ba:'bE@ri:@n	
barbecue	'ba:b@kju:	
barber	'ba:b@	
barbiturate	ba:'bItSUr@t	ba:'bItS@r@t
bare	bE@	
barely	'bE@li:	
bargain	ba:ɡ@n	
barge	ba:dZ	
baritone	'bAr@t@Un	
bark	ba:k	
barn	ba:n	
barometer	b@'rOm@t@	
barrack	'bAr@k	
barracks	'bAr@ks	
barrage	'bAra:Z	
barrel	'bAr@l	
barren	'bAr@n	
barrier	'bAri:@	
barrister	'bAr@st@	
barrow	'bAr@U	
base	bEIs	
baseball	'bEIsbo:l	
basement	'bEIsm@nt	
bash	bAS	
bashful	'bASfUl	
basic	'bEIsIk	
basin	'bEIs@n	
basis	'bEIs@s	
bask	ba:sk	
basket	'ba:sk@t	
basketball	'ba:sk@tbo:l	
bass	bEIs	
bassinette	bAs@'nEt	
bastard	'ba:st@d	
bat	bAt	
batch	bAtS	
bath	ba:T	
bathe	bEID	
bathers	'bEID@z	
bathroom	'ba:Tru:m	
baton	'bAt@n	
battalion	b@'tAlj@n	
batten	'bAt@n	
batter	'bAt@	
battle	bAt@l	
baulk	bo:k	
bawdy	'bo:di:	
bawl	bo:l	
bay	bEI	
bayonet	'bEI@nEt	
bbq	'ba:b@kju:	
bc	bi:'si:	
be	bi:	
beach	bi:tS	
beachinspector	'bi:tSInspEkt@	
beacon	'bi:k@n	
bead	bi:d	
beak	bi:k	
beam	bi:m	
bean	bi:n	
bear	bE@	
beard	bI@d	
bearing	'bE@rIN	
beast	bi:st	
beat	bi:t	
beaut	bju:t	
beautician	bju:'tIS@n	
beautiful	'bju:t@f@l	
beauty	'bju:ti:	
became	b@'kEIm	
because	bi:'ko:z	
beckon	'bEk@n	
become	b@'kam	
becoming	b@'kamIN	
bed	bEd	
bedding	'bEdIN	
bedraggled	b@'drAɡ@ld	
bedridden	'bEdrId@n	
bedroom	'bEdru:m	
bee	bi:	
beef	bi:f	
been	bi:n	
beer	bI@	
before	b@'fo:	
befriend	b@'frEnd	
beg	bEɡ	
began	b@'ɡAn	
begin	b@'ɡIn	
beginner	b@'ɡIn@	
begrudge	b@'ɡradZ	
begun	b@'ɡan	
behalf	b@'ha:f	
behave	b@'hEIv	
behind	b@'ha:Ind	
beige	bEIZ	
being	'bi:IN	
belated	b@'lEIt@d	
belch	bEltS	
belief	b@'li:f	
believe	b@'li:v	
belittle	b@'lIt@l	
bell	bEl	
belligerent	b@'lIdZ@r@nt	
bellow	'bEl@U	
belly	'bEli:	
bellybutton	'bEli:bat@n	
belong	b@'lON	
belongings	b@'lONINz	
beloved	b@'lav@d	
below	b@'l@U	
belt	bElt	
bench	bEntS	
bend	bEnd	
beneath	b@'ni:T	
benefactor	'bEn@fAkt@	
beneficial	bEn@'fIS@l	
beneficiary	bEn@'fIS@ri:	
benefit	'bEn@f@t	
benevolent	b@'nEv@l@nt	
benign	b@'na:In	
bent	bEnt	
bequeath	b@'kwi:D	
bereaved	b@'ri:vd	
bereft	b@'rEft	
beret	'bErEI	
berry	'bEri:	
berserk	b@'z@:k	
berth	b@:T	
beside	b@'sa:Id	
besides	b@'sa:Idz	
besiege	b@'si:dZ	
best	bEst	
bestman	bEst'mAn	
bet	bEt	
betray	b@'trEI	
better	'bEt@	
between	b@'twi:n	
beverage	'bEvrIdZ	
beware	b@'wE@	
bewildered	b@'wIld@d	
bewitch	b@'wItS	
beyond	b@'jOnd	bi:'Ond
biannual	ba:I'Anju:@l	
bias	'ba:I@s	
bib	bIb	
bible	'ba:Ib@l	
bibliography	bIbli:'Oɡr@fi:	
bicentenary	ba:IsEn'ti:n@ri:	ba:IsEn'tEn@ri:
bicentennial	ba:Is@n'tEni:@l	ba:IsEn'tEni:@l
biceps	'ba:IsEps	
bicker	'bIk@	
bicycle	'ba:IsIk@l	
bid	bId	
bide	ba:Id	
biennial	ba:I'Eni:@l	
bifocals	ba:I'f@Uk@lz	
big	bIɡ	
bigamy	bIɡ@mi:	
biggie	bIɡi:	
bight	ba:It	
bigot	bIɡ@t	
bike	ba:Ik	
bikini	b@'ki:ni:	
bile	ba:Il	
bilingual	ba:I'lINɡw@l	
bilious	'bIlj@s	
bill	bIl	
billabong	'bIl@bON	
billboard	'bIlbo:d	
billet	'bIl@t	
billiards	'bIlj@dz	
billion	'bIlj@n	
billow	'bIl@U	
billy	'bIli:	
bin	bIn	
bind	ba:Ind	
bindi-eye	'bIndi:-a:I	
bingo	bINɡ@U	
binoculars	b@'nOkj@l@z	
biodegradable	ba:I@Ud@'ɡrEId@b@l	
biography	ba:I'Oɡr@fi:	
biologist	ba:I'Ol@dZ@st	
biopsy	'ba:IOpsi:	
bird	b@:d	
biro	'ba:Ir@U	
birth	b@:T	
birthday	'b@:TdEI	
biscuit	'bIsk@t	
bisect	ba:I'sEkt	
bisexual	ba:I'sEkSu:@l	
bishop	'bIS@p	
bistro	'bIstr@U	
bit	bIt	
bitch	bItS	
bite	ba:It	
bitter	'bIt@	
bitumen	'bItS@m@n	
bivouac	'bIvu:Ak	
bizarre	b@'za:	
blab	blAb	
black	blAk	
blacksheep	blAk'Si:p	
blackboard	'blAkbo:d	
blackhead	'blAkhEd	
blackmail	'blAkmEIl	
blackout	'blAka:Ut	
blacksmith	'blAksmIT	
bladder	'blAd@	
blade	blEId	
blame	blEIm	
bland	blAnd	
blank	blANk	
blanket	'blANk@t	
blare	blE@	
blaspheme	blAs'fi:m	
blast	bla:st	
blatant	'blEIt@nt	
blaze	blEIz	
blazer	'blEIz@	
bleach	bli:tS	
bleak	bli:k	
bleary	'blI@ri:	
bleat	bli:t	
bleed	bli:d	
blemish	'blEmIS	
blend	blEnd	
blender	'blEnd@	
bless	blEs	
blessing	'blEsIN	
blew	blu:	
blight	bla:It	
blind	bla:Ind	
blindfold	'bla:Indf@Uld	
blink	blINk	
blinker	'blINk@	
bliss	blIs	
blister	'blIst@	
blistering	'blIst@rIN	
blitz	blIts	
blizzard	'blIz@d	
bloated	'bl@Ut@d	
bloc	blOk	
block	blOk	
blockade	blO'kEId	
blockbuster	'blOkbast@	
bloke	bl@Uk	
blond	blOnd	
blonde	blOnd	
blood	blad	
bloodbath	'bladba:T	
bloodshed	'bladSEd	
bloodshot	'bladSOt	
bloodstream	'bladstri:m	
bloodthirsty	'bladT@:sti:	
bloody	'bladi:	
bloody-minded	bladi:-'ma:Ind@d	
bloom	blu:m	
blossom	'blOs@m	
blot	blOt	
blouse	bla:Uz	
blow	bl@U	
blowout	'bl@Ua:Ut	
blowtorch	'bl@Uto:tS	
blubber	'blab@	
bludge	bladZ	
bludgeon	'bladZ@n	
blue	blu:	
bluemetal	blu:'mEt@l	
bluemovie	blu:'mu:vi:	
blue-collar	'blu:-kOl@	
blue-ringedoctopus	blu:-rINd'Okt@pUs	
bluebird	blu:b@:d	
bluebottle	'blu:bOt@l	
blueprint	'blu:prInt	
blues	blu:z	
bluff	blaf	
blunder	'bland@	
blunt	blant	
blur	bl@:	
blurb	bl@:b	
blurt	bl@:t	
blush	blaS	
bluster	'blast@	
bmx	bi:Em'Eks	
board	bo:d	
boarder	'bo:d@	
boast	b@Ust	
boat	b@Ut	
boatpeople	'b@Utpi:p@l	
bob	bOb	
bobbin	'bOb@n	
bobbypin	'bObi:pIn	
bodice	'bOd@s	
body	'bOdi:	
bodyguard	bOdi:ɡa:d	
bog	bOɡ	
bogus	b@Uɡ@s	
bogy	b@Uɡi:	
boil	bo:Il	
boiler	'bo:Il@	
boilersuit	'bo:Il@su:t	
boisterous	'bo:Istr@s	
bold	b@Uld	
bolster	'b@Ulst@	
bolt	b@Ult	
bomb	bOm	
bombard	bOm'ba:d	
bombshell	'bOmSEl	
bonafide	b@Un@'fa:Idi:	
bond	bOnd	
bone	b@Un	
bonfire	'bOnfa:I@	
bongo	bONɡ@U	
bonnet	'bOn@t	
bonus	'b@Un@s	
boob	bu:b	
boobook	'bu:bUk	
boobyprize	'bu:bi:pra:Iz	
boobytrap	'bu:bi:trAp	
book	bUk	
bookcase	'bUkkEIs	
bookkeeping	'bUkki:pIN	
bookmaker	'bUkmEIk@	
bookstall	'bUksto:l	
bookworm	'bUkw@:m	
boom	bu:m	
boomer	'bu:m@	
boomerang	'bu:m@rAN	
boon	bu:n	
boor	bo:	
boost	bu:st	
boot	bu:t	
booth	bu:D	
booty	'bu:ti:	
booze	bu:z	
border	'bo:d@	
borderline	'bo:d@la:In	
bore	bo:	
born	bo:n	
borne	bo:n	
boronia	b@'r@Uni:@	
borough	'bar@	
borrow	'bOr@U	
bosom	'bUz@m	
boss	bOs	
botanist	'bOt@n@st	
botch	bOtS	
both	b@UT	
bother	'bOD@	
bottle	'bOt@l	
bottlebrush	'bOt@lbraS	
bottleneck	'bOt@lnEk	
bottom	'bOt@m	
bough	ba:U	
bought	bo:t	
boulder	'b@Uld@	
boulevard	'bu:l@va:d	
bounce	ba:Uns	
bouncing	'ba:UnsIN	
bouncy	'ba:Unsi:	
bound	ba:Und	
boundary	'ba:Undri:	
bounty	'ba:Unti:	
bouquet	bu:'kEI	b@U'kEI
bourgeois	'bU@Zwa:	
bout	ba:Ut	
boutique	bu:'ti:k	
bow	b@U	
bowel	'ba:U@l	'ba:Ul
bowerbird	'ba:U@b@:d	
bowl	b@Ul	
bowling	'b@UlIN	
bowls	b@Ulz	
bowser	'ba:Uz@	
box	bOks	
boxjellyfish	bOks'dZEli:fIS	
boxoffice	'bOksOf@s	
boxer	'bOks@	
boy	bo:I	
boycott	'bo:IkOt	
boyfriend	'bo:IfrEnd	
bra	bra:	
brace	brEIs	
bracelet	'brEIsl@t	
bracken	'brAk@n	
bracket	'brAk@t	
brag	brAɡ	
braid	brEId	
braille	brEIl	
brain	brEIn	
brainstorm	'brEInsto:m	
brainwash	'brEInwOS	
brainwave	'brEInwEIv	
braise	brEIz	
brake	brEIk	
bran	brAn	
branch	brAntS	
brand	brAnd	
brash	brAS	
brass	bra:s	
brassiere	'brAzi:@	br@'zI@
brat	brAt	
bravado	br@'va:d@U	
brave	brEIv	
brawl	bro:l	
brawn	bro:n	
brazen	'brEIz@n	
breach	bri:tS	
bread	brEd	
bread-and-butter	brEd-@n-'bat@	
breadline	'brEdla:In	
breadth	brEdT	
breadwinner	'brEdwIn@	
break	brEIk	
break-in	'brEIk-In	
breakable	'brEIk@b@l	
breakdown	'brEIkda:Un	
breakfast	'brEkf@st	
breakthrough	'brEIkTru:	
bream	brIm	
breast	brEst	
breaststroke	'brEststr@Uk	
breath	brET	
breathtest	'brETtEst	
breathalyser	'brET@la:Iz@	
breathe	bri:D	
breathtaking	'brETtEIkIN	
breed	bri:d	
breeze	bri:z	
breezy	'bri:zi:	
brevity	'brEv@ti:	
brew	bru:	
brewery	'bru:@ri:	
bribe	bra:Ib	
brick	brIk	
brick-veneer	brIk-v@'nI@	
brickie	'brIki:	
bricklayer	'brIklEI@	
bride	bra:Id	
